gene_id,domain
gene3651,MHC_I_3
gene25964,MHC_I_3
ENSSTOG00000025614,MHC_I_3
gene25407,MHC_I_3
gene21491,MHC_I_3
gene25738,MHC_I_3
gene21492,MHC_I_3
gene21490,MHC_I_3
gene21226,MHC_I_3
gene2867,MHC_I_C
gene21237,MHC_I_C
gene25964,MHC_I_C
gene21239,MHC_I_C
gene21227,MHC_I_C
ENSSTOG00000025614,MHC_I_C
gene23496,MHC_I_C
G35375,Microtub_bd
ENSSTOG00000021156,Microtub_bd
gene9800,Microtub_bd
G16305,Mid2
ENSSTOG00000030183,Miff
gene24999,MIG-14_Wnt-bd
gene26176,Milton
gene22091,MIP
G3664,MIP
G758,Mis12
ENSSTOG00000027515,Misat_Tub_SegII
gene3045,Misat_Tub_SegII
ENSSTOG00000022469,MIT
G1156,Mitofilin
G3018,Mitofilin
ENSSTOG00000020556,Mito_carr
ENSSTOG00000033536,Mito_carr
ENSSTOG00000033187,Mito_carr
gene3980,MKRN1_C
G916,MMADHC
gene9948,MMR_HSR1
gene10988,MMR_HSR1
gene9946,MMR_HSR1
gene25083,MMR_HSR1
gene6997,MMR_HSR1
ENSSTOG00000024410,MMR_HSR1
gene26149,MMR_HSR1
gene25546,MMR_HSR1
gene25081,MMR_HSR1
gene25790,MMR_HSR1
ENSSTOG00000031280,MMR_HSR1
ENSSTOG00000034936,MMR_HSR1_Xtn
ENSSTOG00000031277,MoaE
ENSSTOG00000031354,Molybdop_Fe4S4
ENSSTOG00000034854,Mon2_C
gene22173,MORN
gene10343,MORN
gene18286,MOSC
gene18286,MOSC_N
gene13421,Motile_Sperm
gene7433,Motile_Sperm
gene13420,Motile_Sperm
G28343,MOZART1
gene17026,MOZART2
ENSSTOG00000034315,MPP6
gene2958,MRFAP1
ENSSTOG00000022094,MRG
ENSSTOG00000034924,MRG
ENSSTOG00000023618,MRG
gene13933,MRI
gene22258,MRP-S23
gene22962,MRP-S23
gene24424,MRP-S23
G7462,Mss4
ENSSTOG00000032723,Mt_ATP-synt_B
G3506,Myb_DNA-binding
gene16779,Myb_DNA-binding
gene16779,Myb_DNA-bind_4
G3506,Myb_DNA-bind_6
gene12299,Myb_DNA-bind_7
ENSSTOG00000025442,Myco_19_kDa
G3451,Myelin_PLP
gene22186,Myosin_head
gene22186,Myosin_N
gene22186,Myosin_tail_1
gene1883,Myotub-related
ENSSTOG00000031974,NAC
ENSSTOG00000032513,NAC
ENSSTOG00000025442,NAC
ENSSTOG00000031280,NACHT
gene21008,NAD_binding_1
gene23555,NAD_binding_1
gene11552,NAD_binding_1
gene9340,NAD_binding_1
gene15400,NAD_binding_10
gene15401,NAD_binding_10
ENSSTOG00000025866,NAD_binding_11
ENSSTOG00000025866,NAD_binding_2
gene7450,NAD_binding_6
gene23555,NAD_binding_6
gene21008,NAD_binding_6
gene9340,NAD_binding_6
gene3731,NAD_binding_8
gene3776,NAD_binding_8
G39556,NAD_binding_8
gene25183,NAD_binding_8
gene24805,NAD_binding_8
gene11752,NAD_binding_8
gene3731,NAD_binding_9
gene3776,NAD_binding_9
gene19945,NAP
ENSSTOG00000031741,NAP
gene4460,NAP
ENSSTOG00000021677,NAP
G34198,NAP
gene13913,NAPRTase
gene16289,NARP1
gene16286,NARP1
gene16285,NARP1
gene24428,Na_Ala_symp
G34152,Na_sulph_symp
G14806,NDK
gene22270,NDUF_B7
G39476,NEMO
G4213,NEMO
G3018,NEMO
gene18537,Nepo_coat
gene18538,Nepo_coat
gene24796,Nepo_coat
gene25151,Neurexophilin
gene16717,Neurexophilin
gene16724,Neur_chan_LBD
gene25164,Neur_chan_LBD
G29351,Neur_chan_LBD
gene25164,Neur_chan_memb
gene25788,Neur_chan_memb
gene25324,Neur_chan_memb
gene16724,Neur_chan_memb
gene26295,Neur_chan_memb
G12701,NGF
gene24350,NHL
ENSSTOG00000032983,NifU_N
gene12724,NIPSNAP
gene12726,NIPSNAP
gene16741,NKAP
gene24043,NLPC_P60
gene13876,NmrA
gene14188,Nnf1
gene22344,NOB1_Zn_bind
G9749,NOB1_Zn_bind
G9958,Noelin-1
G18954,Noelin-1
gene21252,Nop14
gene13683,NOPS
ENSSTOG00000029788,NPM1-C
G40566,NPM1-C
ENSSTOG00000031585,NPV_P10
ENSSTOG00000022469,NRBF2
ENSSTOG00000022469,NRBF2_MIT
gene24946,NtCtMGAM_N
gene8818,NTF2
gene15861,NTF2
ENSSTOG00000031229,NTF2
gene23171,NTF2
gene23160,NTF2
gene6736,Ntox1
gene19236,NTP_transf_2
ENSSTOG00000029788,Nucleoplasmin
gene22952,Nucleoporin_FG2
gene21701,Nuc_sug_transp
gene24539,NUDIX
gene2824,NUDIX
gene10258,NUDIX
G8188,NUDIX_4
G2736,Nudix_N
ENSSTOG00000022663,NUFIP2
ENSSTOG00000030490,NumbF
gene14652,Nup160
gene25887,Nup35_RRM
gene25888,Nup35_RRM
ENSSTOG00000031228,Nup35_RRM_2
gene25887,Nup35_RRM_2
gene25888,Nup35_RRM_2
gene20461,NUSAP
gene16841,NYAP_N
gene12637,OAD_gamma
G23393,OAR
gene19236,OAS1_C
ENSSTOG00000029449,OB_RNB
gene11736,OCIA
gene3604,ODR4-like
ENSSTOG00000029633,ODR4-like
gene10644,OFCC1
G31176,Ole-e-6
gene25446,OLF
gene1862,Orn_Arg_deC_N
gene1862,Orn_DAP_Arg_deC
ENSSTOG00000034931,OST3_OST6
gene18002,OSTMP1
gene9340,Oxidored-like
ENSSTOG00000034799,Oxysterol_BP
G35338,P-mevalo_kinase
G21536,P-mevalo_kinase
ENSSTOG00000025591,P33MONOX
gene17760,p450
gene16228,p450
gene16215,p450
gene18881,p450
gene4666,p450
gene18886,p450
gene18880,p450
gene24893,p450
gene18893,p450
gene2138,p450
gene18890,p450
gene2139,p450
gene18895,p450
gene2137,p450
gene23669,p450
gene23247,p450
gene15740,p450
gene12252,p450
gene2142,p450
gene2143,p450
gene9309,p450
ENSSTOG00000020978,p450
gene1056,p450
gene2141,p450
gene18942,p450
gene9310,p450
gene427,p450
gene17176,p450
gene24890,p450
gene25113,p450
gene16216,p450
gene25115,p450
gene16244,p450
gene16213,p450
gene5780,p450
gene2630,p450
gene16245,p450
gene10062,p450
gene16224,p450
gene21395,p450
gene18889,p450
ENSSTOG00000031756,p450
gene428,p450
gene16217,p450
gene26358,p450
gene16223,p450
G40906,p450
G40905,p450
gene15739,p450
gene20996,p450
G40789,p450
G40765,p450
G4926,PA28_alpha
G4926,PA28_beta
G27837,PABP
ENSSTOG00000033846,PAF
ENSSTOG00000026045,PALP
ENSSTOG00000003202,PAM2
gene11193,PAP2
gene5613,PAP2
gene50,PAP2
gene13421,PapD-like
gene7433,PapD-like
G11397,Papilloma_E5A
gene1943,PAZ
G4653,Pcc1
ENSSTOG00000004754,PCNP
G35246,PCNP
ENSSTOG00000033408,PduV-EutP
G15202,PDZ
gene15934,PDZ
gene26299,PDZ
G15202,PDZ_2
gene26299,PDZ_2
G31598,PEGSRP
gene15849,Peptidase_A22B
gene17365,Peptidase_C1
ENSSTOG00000033291,Peptidase_C14
gene20253,Peptidase_C14
gene17365,Peptidase_C1_2
ENSSTOG00000024201,Peptidase_C2
G3486,Peptidase_C26
gene23452,Peptidase_C48
gene22823,Peptidase_C98
gene13704,Peptidase_M10
gene25734,Peptidase_M13_N
gene25753,Peptidase_M13_N
gene25725,Peptidase_M13_N
G40775,Peptidase_M13_N
gene25029,Peptidase_M15
gene2383,Peptidase_M19
gene2382,Peptidase_M19
gene11264,Peptidase_M2
gene10234,Peptidase_M20
G26206,Peptidase_M26_N
gene10234,Peptidase_M28
gene17855,Peptidase_M41
gene25709,Peptidase_M41
gene9862,Peptidase_M60
gene2326,Peptidase_S9
gene2323,Peptidase_S9
gene2321,Peptidase_S9
gene2225,Peptidase_S9
gene2223,Peptidase_S9
gene9622,Peptidase_S9
gene4976,Peptidase_S9
G14203,Pep_M12B_propep
G14201,Pep_M12B_propep
gene8862,Pep_M12B_propep
gene12247,Pep_M12B_propep
gene8861,Pep_M12B_propep
gene13704,Pep_M12B_propep
gene12637,Pep_M12B_propep
gene12636,Pep_M12B_propep
G27544,Pep_M12B_propep
gene13847,Peripla_BP_6
gene13989,PET117
ENSSTOG00000025613,PET117
gene22058,Pet191_N
G3806,PGC7_Stella
ENSSTOG00000006234,PH
gene24493,PH
ENSSTOG00000034539,PH
gene14947,PH
gene21346,PH
gene7051,PH
G31878,PH
ENSSTOG00000032741,PHD
gene8675,PHD
gene9715,PHD
ENSSTOG00000032983,PHD
G23718,PHD
G31449,PHD_2
gene23746,PHF5
gene25118,PHF5
gene25086,Phlebovirus_NSM
gene9528,PhoLip_ATPase_C
gene9528,PhoLip_ATPase_N
gene25343,Phosphodiest
gene18006,Phosphodiest
gene18014,Phosphodiest
gene16770,PhyH
gene21346,PH_10
gene24493,PH_11
G31878,PH_11
ENSSTOG00000006234,PH_11
gene7051,PH_13
gene24493,PH_6
gene24493,PH_8
ENSSTOG00000006234,PH_8
ENSSTOG00000006234,PH_9
gene25748,PI3Ka
gene25440,PI3Ka
gene25748,PI3K_C2
gene25440,PI3K_p85B
gene25748,PI3K_p85B
gene25748,PI3K_rbd
gene25748,PI3_PI4_kinase
ENSSTOG00000034610,PID
ENSSTOG00000030490,PID
G874,PIG-F
G5217,PIN_5
gene17747,PIN_5
gene9073,PIP49_C
gene7490,PIP49_C
G3466,Pirin
G3466,Pirin_C
gene1943,Piwi
gene1404,PKcGMP_CC
gene25796,PKD
gene6700,PKD_channel
gene16592,PKD_channel
gene18651,PKD_channel
G7872,Pkinase
G34975,Pkinase
G39367,Pkinase
G39360,Pkinase
gene10966,Pkinase
G11486,Pkinase
gene23735,Pkinase
ENSSTOG00000030615,Pkinase
gene13581,Pkinase
gene22050,Pkinase
ENSSTOG00000024772,Pkinase
ENSSTOG00000029244,Pkinase
G2273,Pkinase
gene4373,Pkinase
gene6785,Pkinase
gene25599,Pkinase
gene5888,Pkinase
G2203,Pkinase
G4955,Pkinase
gene24349,Pkinase
G425,Pkinase
G39461,Pkinase
G35443,Pkinase
gene22050,Pkinase_Tyr
gene13581,Pkinase_Tyr
gene25599,Pkinase_Tyr
G7872,Pkinase_Tyr
G39367,Pkinase_Tyr
gene6785,Pkinase_Tyr
G34975,Pkinase_Tyr
G11486,Pkinase_Tyr
G39360,Pkinase_Tyr
ENSSTOG00000024772,Pkinase_Tyr
ENSSTOG00000030615,Pkinase_Tyr
gene10966,Pkinase_Tyr
G2273,Pkinase_Tyr
gene23735,Pkinase_Tyr
gene5888,Pkinase_Tyr
G4955,Pkinase_Tyr
gene4373,Pkinase_Tyr
ENSSTOG00000029244,Pkinase_Tyr
G12002,Pkinase_Tyr
G425,Pkinase_Tyr
G2203,Pkinase_Tyr
gene24349,Pkinase_Tyr
gene18773,PknG_rubred
gene18775,PknG_rubred
gene15419,PLAT
gene15422,PLAT
gene4528,PLAT
gene4527,PLAT
gene399,Plectin
gene7110,PMG
G14697,PMG
gene5546,PMG
gene12283,PMP22_Claudin
gene12284,PMP22_Claudin
G20004,PMP22_Claudin
gene20937,PNMA
ENSSTOG00000020565,PNRC
G4822,PNTB_4TM
ENSSTOG00000029128,polyprenyl_synt
gene3999,POM121
G1953,POM121
G14294,POM121
ENSSTOG00000030241,Pou
G14101,Pox_A51
G25969,Pox_D5
gene20319,Pox_H7
G31957,PP28
gene20687,PP2C
gene20687,PP2C_2
gene20687,PP2C_C
gene15067,PPDFL
G15132,PRA1
gene13170,Pre-SET
gene13837,Pre-SET
ENSSTOG00000025789,PRELI
ENSSTOG00000030497,Prenyltrans
gene1208,PrmA
G25539,Pro-rich
ENSSTOG00000034900,Prok-RING_4
gene22469,Prok-RING_4
gene23492,Prok-RING_4
G3566,Prok-RING_4
gene21252,Prok-RING_4
ENSSTOG00000031195,Prok-RING_4
gene22884,Prok-RING_4
gene4991,Prok-RING_4
ENSSTOG00000020448,Proteasome
ENSSTOG00000030734,Proteasome
ENSSTOG00000030530,Proteasome
ENSSTOG00000030530,Proteasome_A_N
gene16977,Prothymosin
gene17073,Pro_dh
gene23396,Pro_isomerase
ENSSTOG00000031480,Pro_isomerase
gene19454,PRY
gene19456,PRY
gene23492,PRY
gene12318,PRY
gene21252,PRY
G1542,PRY
G3394,PRY
gene19679,PsbP
gene4360,PSI
gene22649,PSI
gene4360,PSI_integrin
gene2958,PspA_IM30
ENSSTOG00000034610,PTB
G26929,PTCRA
G26914,PTCRA
gene13201,PTEN_C2
G15748,PTP2
G4958,PTPlike_phytase
gene13201,PTPlike_phytase
gene13297,PTPlike_phytase
gene4445,PUA
ENSSTOG00000033476,PUA
ENSSTOG00000011904,PUA
ENSSTOG00000020149,PUA
G15228,Pur_ac_phosph_N
gene23294,Pur_ac_phosph_N
G3394,Pur_ac_phosph_N
ENSSTOG00000031472,PWWP
gene3776,Pyr_redox
gene3731,Pyr_redox
gene3728,Pyr_redox
gene3776,Pyr_redox_2
gene3731,Pyr_redox_2
gene3728,Pyr_redox_2
gene25183,Pyr_redox_2
gene24805,Pyr_redox_2
gene11752,Pyr_redox_2
gene3776,Pyr_redox_3
gene3731,Pyr_redox_3
gene24805,Pyr_redox_3
gene25183,Pyr_redox_3
gene3728,Pyr_redox_3
ENSSTOG00000020078,QRPTase_C
ENSSTOG00000021091,QueF
gene26355,Rab5-bind
G9500,Rab5-bind
ENSSTOG00000030589,RabGAP-TBC
ENSSTOG00000004339,Rad17
G3566,Rad50_zn_hook
gene15556,Rad60-SLD
gene17930,Rad60-SLD
ENSSTOG00000008319,Rad60-SLD
ENSSTOG00000034966,Rad60-SLD
ENSSTOG00000029685,Rad60-SLD
gene23280,Rad60-SLD
gene11602,Radical_SAM
ENSSTOG00000033648,Raffinose_syn
gene23396,Ran_BP1
ENSSTOG00000025872,Ran_BP1
gene15059,Ras
G1221,Ras
gene13989,Ras
G26998,Ras
ENSSTOG00000032123,Ras
ENSSTOG00000033408,Ras
ENSSTOG00000025613,Ras
ENSSTOG00000032977,Ras
G9026,Ras
ENSSTOG00000031099,Ras
ENSSTOG00000034332,Ras
ENSSTOG00000031777,Ras
ENSSTOG00000033383,Ras
gene3507,Ras
ENSSTOG00000029517,Ras
gene10988,Ras
ENSSTOG00000033567,Ras
ENSSTOG00000033001,RAWUL
gene9587,RBP_receptor
G3465,RBR
G2888,RB_A
G31434,RB_A
gene20028,RCC1
gene20028,RCC1_2
ENSSTOG00000023745,Redoxin
G1156,Reo_sigmaC
gene22565,Reo_sigmaC
ENSSTOG00000031585,Reo_sigmaC
G9958,Reo_sigmaC
G8596,Reo_sigmaC
gene1404,Reo_sigmaC
G18954,Reo_sigmaC
gene8463,Reo_sigmaC
gene20319,REPA_OB_2
gene12636,Reprolysin
gene12637,Reprolysin
gene12247,Reprolysin
gene8862,Reprolysin
gene8861,Reprolysin
gene13704,Reprolysin
G14201,Reprolysin
G14203,Reprolysin
gene23605,Reprolysin
gene12247,Reprolysin_2
gene13704,Reprolysin_2
G14203,Reprolysin_2
gene8862,Reprolysin_2
G14201,Reprolysin_2
gene8861,Reprolysin_2
gene12247,Reprolysin_3
G14201,Reprolysin_3
G14203,Reprolysin_3
gene8862,Reprolysin_3
gene13704,Reprolysin_3
gene12636,Reprolysin_3
gene12637,Reprolysin_3
gene8861,Reprolysin_3
gene12247,Reprolysin_4
gene8862,Reprolysin_4
G14201,Reprolysin_4
gene13704,Reprolysin_4
gene12637,Reprolysin_4
gene12636,Reprolysin_4
G14203,Reprolysin_4
gene12247,Reprolysin_5
gene8862,Reprolysin_5
gene12637,Reprolysin_5
gene12636,Reprolysin_5
gene13704,Reprolysin_5
G14201,Reprolysin_5
G14203,Reprolysin_5
gene8861,Reprolysin_5
ENSSTOG00000029469,Rep_fac_C
ENSSTOG00000004339,Rep_fac_C
gene15821,ResIII
ENSSTOG00000033236,ResIII
ENSSTOG00000004339,ResIII
gene2388,ResIII
gene6070,Retinal
G11890,RE_XcyI
gene11313,RGS
gene25546,RHD3
gene26149,RHD3
gene25081,RHD3
gene25083,RHD3
gene25086,RHD3
gene25790,RHD3
gene25084,RHD3
ENSSTOG00000027732,Rhodanese
gene164,RhoGAP
gene20036,RhoGAP
gene10862,RhoGAP
ENSSTOG00000032955,RhoGAP
gene26167,RhoGAP
gene14947,RhoGEF
gene21346,RhoGEF
ENSSTOG00000034539,RhoGEF
gene7051,RhoGEF
gene26373,Ribonuc_red_sm
G2560,Ribophorin_I
ENSSTOG00000030331,Ribosomal_L11
ENSSTOG00000030657,Ribosomal_L11
ENSSTOG00000019871,Ribosomal_L11
ENSSTOG00000019871,Ribosomal_L11_N
ENSSTOG00000030331,Ribosomal_L11_N
gene17054,Ribosomal_L14
ENSSTOG00000032177,Ribosomal_L16
gene2043,Ribosomal_L18
ENSSTOG00000033780,Ribosomal_L18
ENSSTOG00000033174,Ribosomal_L18
ENSSTOG00000021511,Ribosomal_L18_c
G4196,Ribosomal_L19e
ENSSTOG00000034598,Ribosomal_L21e
ENSSTOG00000012575,Ribosomal_L21e
ENSSTOG00000032524,Ribosomal_L21e
ENSSTOG00000034590,Ribosomal_L22
G2363,Ribosomal_L23
gene8464,Ribosomal_L23
gene15728,ribosomal_L24
G9779,Ribosomal_L24e
G10309,Ribosomal_L27A
ENSSTOG00000032028,Ribosomal_L27A
ENSSTOG00000033970,Ribosomal_L27A
ENSSTOG00000033997,Ribosomal_L30
ENSSTOG00000029925,Ribosomal_L30
ENSSTOG00000029925,Ribosomal_L30_N
ENSSTOG00000033997,Ribosomal_L30_N
ENSSTOG00000027642,Ribosomal_L31e
G34396,Ribosomal_L37ae
gene15522,Ribosomal_L37ae
ENSSTOG00000034758,Ribosomal_L37ae
ENSSTOG00000021540,Ribosomal_L37ae
gene618,Ribosomal_L39
gene21751,Ribosomal_L39
gene22427,Ribosomal_L39
ENSSTOG00000027995,Ribosomal_L40e
gene22344,Ribosomal_L44
ENSSTOG00000021511,Ribosomal_L5e
ENSSTOG00000033835,Ribosomal_L6
G29007,Ribosomal_L6e
gene6161,Ribosomal_L7Ae
gene12148,Ribosomal_L7Ae
ENSSTOG00000020182,Ribosomal_L7Ae
ENSSTOG00000031997,Ribosomal_L7Ae
ENSSTOG00000014127,Ribosomal_L7Ae
ENSSTOG00000029661,Ribosomal_L7Ae
gene6724,Ribosomal_L7Ae
gene21044,Ribosomal_L7Ae
gene78,Ribosomal_L7Ae
G27321,Ribosomal_L7Ae
ENSSTOG00000019434,Ribosomal_S13
ENSSTOG00000025303,Ribosomal_S13
ENSSTOG00000032362,Ribosomal_S13_N
G22313,Ribosomal_S14
ENSSTOG00000032362,Ribosomal_S15
G40467,Ribosomal_S17
ENSSTOG00000027669,Ribosomal_S2
ENSSTOG00000027978,Ribosomal_S2
ENSSTOG00000021226,Ribosomal_S2
ENSSTOG00000021033,Ribosomal_S24e
G32860,Ribosomal_S27
G38352,Ribosomal_S27e
ENSSTOG00000006451,Ribosomal_S3Ae
ENSSTOG00000022052,Ribosomal_S3Ae
ENSSTOG00000028178,Ribosomal_S3Ae
ENSSTOG00000030242,Ribosomal_S4e
gene24370,Ribosomal_S4e
ENSSTOG00000033789,Ribosomal_S6e
ENSSTOG00000029807,Ribosomal_S6e
ENSSTOG00000029731,Ribosomal_S7
ENSSTOG00000030626,Ribosomal_S8
ENSSTOG00000021839,Ribosomal_S8e
gene11273,Ribosomal_S8e
ENSSTOG00000020078,Ribul_P_3_epim
gene8807,Ricin_B_lectin
gene10606,Ricin_B_lectin
gene13576,Rieske
ENSSTOG00000021334,Rieske
gene19403,Rieske
gene3596,RINGv
G39360,RIO1
G39367,RIO1
gene6419,RLL
ENSSTOG00000032719,RmlD_sub_bind
gene15400,RmlD_sub_bind
G27553,RnaseA
G27555,RnaseA
G38284,RNase_H
G6840,RNase_H
G4223,RNase_H
G18458,RNase_H
G36699,RNase_H
G4096,RNase_H
G19873,RNase_H
G6886,RNase_H
G10518,RNase_H
G1723,RNase_H
G36714,RNase_H
G7567,RNase_H
G38310,RNase_H
G38862,RNase_H
G25286,RNase_H
ENSSTOG00000033940,RNase_PH
ENSSTOG00000033940,RNase_PH_C
ENSSTOG00000020182,RNase_P_pop3
gene21632,RNase_T
ENSSTOG00000031280,RNA_helicase
gene25365,RNA_helicase
gene25348,RNA_pol_3_Rpc31
ENSSTOG00000025269,RNA_pol_3_Rpc31
ENSSTOG00000031354,RNA_pol_A_bac
ENSSTOG00000031354,RNA_pol_L
gene7384,RNA_pol_Rpb1_R
ENSSTOG00000032433,RNA_pol_Rpc4
gene15059,Roc
G1221,Roc
ENSSTOG00000032123,Roc
ENSSTOG00000033408,Roc
gene13989,Roc
ENSSTOG00000034332,Roc
ENSSTOG00000031777,Roc
ENSSTOG00000029517,Roc
G26998,Roc
ENSSTOG00000031099,Roc
ENSSTOG00000033383,Roc
G9026,Roc
ENSSTOG00000025613,Roc
ENSSTOG00000032977,Roc
gene10988,Roc
ENSSTOG00000033600,RPW8
G30885,RQC
gene25887,RRM_1
gene25888,RRM_1
gene15999,RRM_1
ENSSTOG00000029449,RRM_1
ENSSTOG00000031228,RRM_1
gene13683,RRM_1
G29396,RRM_1
gene16834,RRM_1
gene5713,RRM_1
ENSSTOG00000033766,RRM_1
ENSSTOG00000034171,RRM_1
ENSSTOG00000033575,RRM_1
ENSSTOG00000029627,RRM_1
ENSSTOG00000034897,RRM_1
ENSSTOG00000026412,RRM_1
ENSSTOG00000015259,RRM_1
gene25537,RRM_1
ENSSTOG00000022853,RRM_1
gene15861,RRM_1
gene8818,RRM_1
gene18441,RRM_1
gene22346,RRM_1
ENSSTOG00000032014,RRM_1
ENSSTOG00000025301,RRM_1
ENSSTOG00000019374,RRM_1
ENSSTOG00000021413,RRM_1
ENSSTOG00000020479,RRM_1
G3443,RRM_1
ENSSTOG00000031229,RRM_1
gene21632,RRM_1
ENSSTOG00000025552,RRM_1
gene16834,RRM_5
gene15999,RRM_5
gene25887,RRM_5
gene25888,RRM_5
ENSSTOG00000033575,RRM_5
ENSSTOG00000029627,RRM_5
ENSSTOG00000029449,RRM_7
ENSSTOG00000031228,RRM_7
ENSSTOG00000015259,RRM_7
gene15999,RRM_7
gene15861,RRM_7
ENSSTOG00000033766,RRM_7
ENSSTOG00000034897,RRM_7
ENSSTOG00000034171,RRM_7
gene8818,RRM_7
G29396,RRM_7
gene5713,RRM_7
gene25887,RRM_7
gene25888,RRM_7
gene13683,RRM_7
gene16834,RRM_7
gene15999,RRM_occluded
ENSSTOG00000033575,RRM_occluded
ENSSTOG00000030242,RS4NT
G16519,RS4NT
gene10988,RsgA_GTPase
gene9948,RsgA_GTPase
ENSSTOG00000031280,RsgA_GTPase
gene20291,RsgA_GTPase
gene20290,RsgA_GTPase
ENSSTOG00000033408,RsgA_GTPase
ENSSTOG00000033099,RTC
ENSSTOG00000033099,RTC_insert
gene22469,Rtf2
G17096,RUN
ENSSTOG00000032665,RuvB_N
ENSSTOG00000004339,RuvB_N
gene21708,RuvB_N
gene25709,RuvB_N
G17886,rve
G37729,rve
G13998,rve
G1403,rve
G19998,rve
G15592,rve
G17803,rve
G3775,rve
G4208,rve
G28261,rve
G40844,rve
G26418,rve
G7389,rve
G20957,rve
G38863,rve
G26549,rve
G204,rve
G24469,rve
G36999,rve
G41047,rve
G29884,rve
G11215,rve
G31553,rve
G25283,rve
G37757,rve
G16786,rve
G26418,rve_3
G41047,rve_3
G28261,rve_3
G40844,rve_3
G37729,rve_3
G15592,rve_3
G14946,RVP
G40119,RVP
G18101,RVP
G21484,RVP
G36715,RVP
G24648,RVP
G9868,RVP
G16753,RVP
G37042,RVP
G33820,RVP
G17187,RVP
G27828,RVP
G10810,RVP
G14556,RVP
G4206,RVP
G4725,RVP
G14996,RVP
G3967,RVP
G4322,RVP
G24676,RVP
G37644,RVP
G16132,RVP
G7166,RVP
G8739,RVP
G38277,RVP
G204,RVP
G14010,RVT_1
G2988,RVT_1
G39319,RVT_1
G926,RVT_1
G41051,RVT_1
G36912,RVT_1
G2698,RVT_1
G28976,RVT_1
G4548,RVT_1
G3058,RVT_1
G7688,RVT_1
G22853,RVT_1
G9724,RVT_1
G10326,RVT_1
G15624,RVT_1
G25289,RVT_1
G32008,RVT_1
G3625,RVT_1
G12755,RVT_1
G37206,RVT_1
G3987,RVT_1
G4731,RVT_1
G29071,RVT_1
G11503,RVT_1
G7709,RVT_1
G27792,RVT_1
G10886,RVT_1
G24812,RVT_1
G456,RVT_1
G27739,RVT_1
G4039,RVT_1
G31303,RVT_1
G4539,RVT_1
G10928,RVT_1
G31437,RVT_1
G4370,RVT_1
G24514,RVT_1
G22028,RVT_1
G33934,RVT_1
G4235,RVT_1
G37041,RVT_1
G9742,RVT_1
G9632,RVT_1
G35185,RVT_1
G31725,RVT_1
G26403,RVT_1
G18587,RVT_1
G16293,RVT_1
G7186,RVT_1
G36767,RVT_1
G2897,RVT_1
G15480,RVT_1
G7175,RVT_1
G34954,RVT_1
G21256,RVT_1
G36407,RVT_1
G26562,RVT_1
G36003,RVT_1
G38400,RVT_1
G1683,RVT_1
G15423,RVT_1
G4451,RVT_1
G10020,RVT_1
G35763,RVT_1
G11372,RVT_1
G32051,RVT_1
G4199,RVT_1
G1413,RVT_thumb
G8066,RVT_thumb
G26562,RVT_thumb
G41051,RVT_thumb
G8715,RVT_thumb
G10326,RVT_thumb
G24749,RVT_thumb
G31371,RVT_thumb
G1406,RVT_thumb
G36767,RVT_thumb
G1410,RVT_thumb
G7688,RVT_thumb
G2988,RVT_thumb
gene6222,RWD
gene2478,RWD
G4074,RWD
gene12035,S-methyl_trans
gene12034,S-methyl_trans
G35397,Sacchrp_dh_NADP
gene15934,SAM_1
ENSSTOG00000030433,SAM_1
gene15934,SAM_2
ENSSTOG00000030433,SAM_2
ENSSTOG00000033568,SAM_decarbox
gene9716,SAND
gene9715,SAND
gene10141,SAP
G40918,SapB_2
G15234,SARA
gene6327,Sbt_1
gene24603,SCAN
gene22566,SCAN
gene22571,SCAN
gene15547,SCO1-SenC
gene17455,SCO1-SenC
G29446,SCP2
G35086,Scramblase
G15118,SDA1
gene14504,SEA
gene14505,SEA
gene14503,SEA
gene14499,SEA
gene16282,Sec16_C
gene3910,Sec3-PIP2_bind
gene26063,Sec63
gene13947,Sec8_exocyst
gene16507,SEFIR
gene9368,Sel1
gene22649,Sema
gene10988,Septin
ENSSTOG00000032029,Septin
gene6546,Serpin
gene24731,Serpin
gene17633,Serpin
gene25684,Serpin
gene24734,Serpin
gene25776,Serpin
gene6258,Serpin
gene26105,Serpin
gene23633,Serpin
G36374,Serpin
G36377,Serpin
gene24559,SERTA
gene6342,SERTA
gene13837,SET
gene13170,SET
gene11788,SET
gene22064,SET
gene1605,SET
ENSSTOG00000024353,SF1-HH
gene24350,SGL
ENSSTOG00000021917,SGP
ENSSTOG00000009469,SGS
ENSSTOG00000025042,SGS
gene22050,SH2
ENSSTOG00000000349,SH2
gene24090,SH2
gene5586,SH2
gene7005,SH3BGR
gene24090,SH3_1
gene15934,SH3_1
gene24090,SH3_2
gene15934,SH3_2
G41085,SH3_2
gene24090,SH3_3
gene24090,SH3_9
gene15934,SH3_9
gene15400,Shikimate_DH
gene15401,Shikimate_DH
gene20109,SHIPPO-rpt
gene15552,Shisa
G15208,SHQ1
ENSSTOG00000025042,Siah-Interact_N
gene21820,Sigma70_r4
gene18053,SIT
gene18440,SKA2
gene12134,Skp1_POZ
G3465,SLED
gene11760,SLT
gene11761,SLT
G12050,SlyX
G4726,SlyX
ENSSTOG00000031280,SMC_N
gene20024,SMC_N
gene20290,SMC_N
G3529,SMK-1
gene12016,SMN
gene9497,SMRP1
ENSSTOG00000033600,Snf7
gene25048,Soc
G3420,SOCS_box
gene25343,Somatomedin_B
